745:1148=0.5992029905319214,1223=0.5413356423377991,3429=0.38103318214416504,720=0.37090641260147095,3751=0.34382861852645874,1=0.3146859109401703,34=0.2865288257598877,1265=0.27697211503982544,608=0.27642014622688293,1136=0.27361539006233215
1397:3848=0.291490763425827,874=0.20885999500751495,1715=0.2044299691915512,1650=0.20319129526615143,2814=0.18382088840007782,1510=0.18124985694885254,2214=0.18124985694885254,3229=0.18124985694885254,3413=0.18124985694885254,1820=0.18124985694885254
57:2250=0.24725107848644257,369=0.23086047172546387,230=0.2257477194070816,1611=0.22402405738830566,1120=0.22392107546329498,1810=0.22343510389328003,2739=0.22076499462127686,1271=0.21790997684001923,2252=0.21218213438987732,375=0.2104516327381134
573:623=0.2604690492153168,1115=0.1912730187177658,3321=0.1912730187177658,2584=0.1912730187177658,1852=0.1912730187177658,601=0.1912730187177658,859=0.1912730187177658,2235=0.1912730187177658,3220=0.1912730187177658,1118=0.1912730187177658
2711:3336=0.32444286346435547,3352=0.3181423544883728,3465=0.3030470311641693,874=0.3010801672935486,2621=0.2720825672149658,3492=0.26312255859375,3796=0.2433321326971054,1364=0.22941572964191437,1510=0.22941572964191437,2214=0.22941572964191437
84:3119=0.3726780116558075,130=0.3195687532424927,2342=0.2866753935813904,633=0.26633504033088684,3493=0.263523131608963,1164=0.2519763112068176,1811=0.23443938791751862,2960=0.2338821440935135,1002=0.219696044921875,3228=0.21081851422786713
2493:645=0.2578064203262329,3292=0.21469688415527344,2573=0.19952815771102905,792=0.1938006430864334,3800=0.19003716111183167,3380=0.168681800365448,2994=0.1671844869852066,59=0.15904544293880463,2442=0.15599970519542694,199=0.1506376713514328
1547:1364=0.2182178795337677,3336=0.19287919998168945,3345=0.18410202860832214,874=0.17462460696697235,98=0.17446577548980713,1519=0.1671619713306427,2086=0.16366341710090637,792=0.16366341710090637,2592=0.16366341710090637,67=0.16265001893043518
2963:1553=0.3024808466434479,1165=0.2780192196369171,792=0.2780192196369171,3800=0.2726202607154846,3187=0.24866794049739838,1040=0.24198466539382935,3293=0.2364601343870163,3346=0.20956486463546753,1514=0.2049584835767746,1899=0.20303651690483093
3008:3183=0.23944911360740662,1846=0.2163725346326828,2725=0.2062908411026001,792=0.20048172771930695,3800=0.19658851623535156,1038=0.17422470450401306,2715=0.17283639311790466,3055=0.17145590484142303,3796=0.1701143980026245,1397=0.1686049997806549
301:1002=0.21240471303462982,2610=0.20964932441711426,2711=0.19962549209594727,1715=0.19120296835899353,269=0.18346698582172394,1482=0.18260584771633148,2585=0.1803024262189865,1898=0.17308203876018524,98=0.1720728576183319,182=0.17033973336219788
685:137=0.3387070894241333,1510=0.2901294231414795,2214=0.2901294231414795,3229=0.2901294231414795,3413=0.2901294231414795,1820=0.2901294231414795,3377=0.2901294231414795,584=0.2901294231414795,701=0.2901294231414795,827=0.2901294231414795
1811:1430=0.34948161244392395,1164=0.2953658699989319,1486=0.26963090896606445,3381=0.26211121678352356,877=0.25987911224365234,1664=0.2564493715763092,1063=0.25158247351646423,179=0.24984604120254517,3228=0.24712081253528595,2538=0.2446860820055008
3839:3838=0.5570048093795776,3837=0.36289405822753906,2901=0.26856526732444763,2783=0.2608979046344757,2782=0.24976734817028046,177=0.24552221596240997,1990=0.23023511469364166,1986=0.21919414401054382,1985=0.2169504016637802,3842=0.2159796953201294
2780:2783=0.34780755639076233,2782=0.3101184070110321,3488=0.3009721636772156,2784=0.29554668068885803,2663=0.2812586724758148,2651=0.27390870451927185,2652=0.2720264792442322,2634=0.26829031109809875,2667=0.26805663108825684,2814=0.2615928053855896
409:424=0.20686320960521698,1662=0.2050478160381317,3458=0.20177330076694489,2845=0.20177330076694489,20=0.19628842175006866,706=0.19574886560440063,1532=0.19141896069049835,450=0.1906719207763672,886=0.18999874591827393,414=0.17900633811950684
1609:2835=0.19946880638599396,396=0.1917853206396103,2505=0.1883547604084015,3443=0.18823641538619995,197=0.18523471057415009,999=0.16786856949329376,1671=0.1635550707578659,2446=0.1634119153022766,31=0.1585085391998291,1686=0.15566715598106384
504:173=0.31789448857307434,2808=0.312278687953949,442=0.3059576153755188,379=0.30148109793663025,3697=0.2921159565448761,2322=0.27740389108657837,208=0.2720743417739868,76=0.2713167369365692,1831=0.2648477852344513,423=0.2630002498626709
1495:1470=0.4444444477558136,2955=0.3790234923362732,1886=0.3558403253555298,1739=0.33965206146240234,470=0.3329870104789734,2477=0.32592594623565674,1867=0.3092004954814911,1445=0.30135661363601685,181=0.29054245352745056,1825=0.2842676341533661
1866:1769=0.319797545671463,163=0.2955111861228943,2540=0.284615159034729,2167=0.27545541524887085,20=0.26858335733413696,2026=0.26300689578056335,1792=0.2615816593170166,2273=0.2604275941848755,95=0.2601456940174103,1047=0.2566740810871124
761:1562=0.28410887718200684,533=0.2785181701183319,208=0.26648685336112976,798=0.25625890493392944,2094=0.2550544738769531,464=0.25430986285209656,153=0.2367110401391983,1377=0.23649252951145172,2153=0.23514172434806824,10=0.23239727318286896
547:479=0.31409838795661926,434=0.27435365319252014,464=0.26854822039604187,504=0.25920569896698,2808=0.2525958716869354,1382=0.22932933270931244,95=0.2274656742811203,1488=0.22742900252342224,1752=0.22383399307727814,1004=0.22203344106674194
391:2955=0.282876193523407,1470=0.25515517592430115,1668=0.2225669026374817,1601=0.21694645285606384,2154=0.21673037111759186,1495=0.21546436846256256,1825=0.21034382283687592,1886=0.20428763329982758,2845=0.20412413775920868,1532=0.19364915788173676
1626:1004=0.4104003608226776,204=0.3255869150161743,1497=0.3167320489883423,544=0.29357409477233887,464=0.2750806510448456,3432=0.27316218614578247,1382=0.2625997066497803,3433=0.255781352519989,990=0.2525009214878082,1752=0.25019946694374084
3810:2267=0.21294206380844116,481=0.19818231463432312,2257=0.19740349054336548,993=0.1929505616426468,561=0.19270259141921997,2878=0.1896950751543045,2668=0.18964840471744537,149=0.18949981033802032,1841=0.18919143080711365,2790=0.18339286744594574
3886:2769=0.2812495231628418,3906=0.23187454044818878,774=0.2119995802640915,717=0.2119995802640915,1652=0.20634524524211884,3949=0.20241354405879974,3880=0.19834023714065552,632=0.18811920285224915,3852=0.18661710619926453,3150=0.17321011424064636
2614:3572=0.33350691199302673,3696=0.2953954041004181,1972=0.2889368534088135,1980=0.28707200288772583,3017=0.2733580470085144,1335=0.2728525698184967,3837=0.2696654498577118,2149=0.2577340602874756,1978=0.2541348934173584,3277=0.25
3914:2721=0.3394402265548706,2626=0.32210469245910645,2029=0.2990299463272095,3903=0.2769424617290497,137=0.2622934877872467,1046=0.2576848268508911,171=0.232686385512352,685=0.21350158751010895,2837=0.2131236493587494,2437=0.21081028878688812
3909:2226=0.23112507164478302,3885=0.20212799310684204,672=0.1961161345243454,792=0.18490006029605865,1115=0.18490006029605865,3321=0.18490006029605865,2584=0.18490006029605865,1852=0.18490006029605865,601=0.18490006029605865,859=0.18490006029605865
137:1510=0.3592106103897095,2214=0.3592106103897095,3229=0.3592106103897095,3413=0.3592106103897095,1820=0.3592106103897095,3377=0.3592106103897095,584=0.3592106103897095,701=0.3592106103897095,827=0.3592106103897095,712=0.3592106103897095
776:1164=0.5279636383056641,3228=0.44172608852386475,2538=0.4373740255832672,496=0.3612704873085022,649=0.3351469337940216,2892=0.32388928532600403,1315=0.3030216097831726,3223=0.29346683621406555,2578=0.2926829159259796,1002=0.2630440592765808
3245:774=0.46423834562301636,717=0.46423834562301636,1795=0.36250925064086914,3336=0.32826611399650574,1891=0.2936101257801056,1741=0.2814858555793762,67=0.27681827545166016,2192=0.24604584276676178,2602=0.24595949053764343,1844=0.2195984274148941
3867:774=0.40824827551841736,717=0.40824827551841736,1795=0.3187883496284485,2768=0.25870466232299805,1891=0.25819888710975647,1741=0.24753688275814056,3796=0.24537387490272522,2218=0.24494896829128265,67=0.24343225359916687,3184=0.23328474164009094
2654:2644=0.4495699107646942,2651=0.4477219879627228,2648=0.4039142429828644,1340=0.3975582718849182,2633=0.37655672430992126,2653=0.3602125942707062,2649=0.3507756292819977,2634=0.35028740763664246,3732=0.34987422823905945,2646=0.34749922156333923
1867:1495=0.3092004954814911,1470=0.2529822289943695,1599=0.2371731996536255,1606=0.23046639561653137,1825=0.2292279601097107,990=0.22101862728595734,3165=0.22069409489631653,2368=0.22033940255641937,20=0.2194439023733139,694=0.21591676771640778
80:2503=0.28282061219215393,2673=0.21946421265602112,2705=0.20694084465503693,1369=0.1987147033214569,1900=0.19757866859436035,495=0.19687926769256592,758=0.19374606013298035,730=0.19374606013298035,2283=0.18531115353107452,306=0.1729680597782135
725:394=0.27749648690223694,69=0.2600238621234894,2860=0.2588866949081421,267=0.2584690451622009,784=0.25303173065185547,1468=0.23746128380298615,1863=0.23738937079906464,1601=0.23422934114933014,1884=0.23261184990406036,333=0.22884058952331543
2296:2597=0.31917527318000793,2335=0.30037355422973633,344=0.2998278737068176,2027=0.2963148355484009,2169=0.29473602771759033,2036=0.2854948043823242,88=0.2831399440765381,333=0.2731616497039795,2195=0.26829931139945984,19=0.26314592361450195
495:67=0.28402864933013916,1369=0.2653830647468567,774=0.2646280527114868,717=0.2646280527114868,1795=0.23970216512680054,1483=0.23577451705932617,1891=0.23431168496608734,2512=0.23172152042388916,264=0.22238314151763916,1406=0.21702435612678528
2305:877=0.30200308561325073,411=0.258166640996933,2823=0.23439331352710724,774=0.22501759231090546,717=0.22501759231090546,2873=0.2045758217573166,3542=0.20126184821128845,1902=0.20005233585834503,394=0.19409611821174622,449=0.1903439164161682
2582:2880=0.3129327595233917,2625=0.2619475722312927,1858=0.24102157354354858,1429=0.2363896518945694,2879=0.2348104566335678,861=0.20367027819156647,112=0.1965356469154358,2273=0.17828591167926788,2540=0.17587706446647644,876=0.17403072118759155
1844:2545=0.2988462746143341,1695=0.25244930386543274,96=0.24735510349273682,447=0.24624928832054138,896=0.23784023523330688,3796=0.22298824787139893,137=0.22183634340763092,3245=0.2195984125137329,1519=0.21679411828517914,59=0.21394069492816925
525:774=0.376889169216156,717=0.376889169216156,1842=0.376889169216156,1651=0.37683120369911194,1795=0.29430100321769714,119=0.2747659683227539,1891=0.23836565017700195,488=0.23223648965358734,1741=0.2285226285457611,67=0.22473329305648804
2425:1519=0.22792117297649384,3336=0.22792117297649384,993=0.22462254762649536,2281=0.22436176240444183,1889=0.22403877973556519,67=0.21622499823570251,774=0.2014557421207428,717=0.2014557421207428,991=0.19971606135368347,1675=0.1961691975593567
2103:1359=0.24855953454971313,774=0.2361125349998474,717=0.2361125349998474,374=0.2297331690788269,575=0.2246873378753662,3268=0.21932943165302277,1474=0.21700087189674377,881=0.21044813096523285,274=0.20391537249088287,1015=0.2037828266620636
3456:3289=0.23509788513183594,2585=0.23048578202724457,3292=0.21980291604995728,669=0.1991547793149948,645=0.19715185463428497,668=0.19423221051692963,3746=0.19351035356521606,3514=0.1913791298866272,3380=0.19129124283790588,3822=0.18841496109962463
944:1340=0.27540090680122375,3379=0.26600679755210876,1099=0.262708842754364,950=0.2500968873500824,954=0.24828679859638214,1932=0.23099561035633087,1939=0.23082734644412994,2648=0.2227712869644165,2176=0.22247929871082306,1944=0.21999943256378174
488:774=0.25253814458847046,717=0.25253814458847046,525=0.23223647475242615,664=0.20979662239551544,3542=0.20328927040100098,1795=0.19719915091991425,241=0.18954384326934814,2446=0.17996598780155182,640=0.1776282787322998,1553=0.1758449822664261
1105:2516=0.5802911520004272,2515=0.37894779443740845,2548=0.35548916459083557,1470=0.31234753131866455,1992=0.30076462030410767,1993=0.2991957366466522,3574=0.29448407888412476,2026=0.29376736283302307,2955=0.2830190360546112,3587=0.2806801199913025
1503:1731=0.24516062438488007,174=0.2444636970758438,413=0.23819953203201294,2124=0.222961887717247,419=0.2226276993751526,784=0.22207385301589966,520=0.2211853265762329,2383=0.21820977330207825,2505=0.2155178338289261,2170=0.21466122567653656
1795:774=0.7808687686920166,717=0.7808687686920166,1891=0.4938648045063019,1741=0.4734712541103363,67=0.465620219707489,2602=0.4137144088745117,3245=0.36250925064086914,632=0.34645453095436096,3867=0.3187883496284485,2768=0.30927014350891113
1741:774=0.6063390970230103,717=0.6063390970230103,1795=0.4734712839126587,1891=0.38348251581192017,67=0.36155077815055847,2602=0.32124629616737366,2544=0.2910427749156952,3245=0.2814858555793762,632=0.2690194845199585,2512=0.25456058979034424
1232:3503=0.3815394937992096,3415=0.2842886447906494,67=0.21246428787708282,774=0.19795189797878265,717=0.19795189797878265,1868=0.18779365718364716,680=0.18640471994876862,3658=0.18525612354278564,3245=0.18379372358322144,2010=0.18061748147010803
3796:67=0.42163702845573425,874=0.36214298009872437,774=0.3535533845424652,717=0.3535533845424652,1773=0.3429971933364868,2544=0.3181980550289154,1846=0.3136250376701355,2545=0.3051322400569916,1519=0.2916666865348816,1364=0.2828427255153656
3031:135=0.2903442084789276,743=0.2735360860824585,3258=0.25070104002952576,2381=0.24910959601402283,65=0.23601163923740387,2004=0.23340244591236115,3388=0.230512797832489,2383=0.22666989266872406,1891=0.22547800838947296,267=0.2218804508447647
3902:774=0.27869319915771484,717=0.27869319915771484,2591=0.26439157128334045,3854=0.25609123706817627,2557=0.25535848736763,59=0.24701091647148132,682=0.22148291766643524,2768=0.22075791656970978,1795=0.2176228165626526,1115=0.20901989936828613
2768:774=0.3960590362548828,717=0.3960590362548828,1528=0.3757345676422119,1795=0.30927014350891113,3867=0.25870466232299805,1891=0.2504897117614746,1741=0.24014607071876526,67=0.23616398870944977,3885=0.2321677953004837,3951=0.22776807844638824
3158:774=0.1821950078010559,717=0.1821950078010559,3458=0.1821950078010559,398=0.1821950078010559,1510=0.1821950078010559,2214=0.1821950078010559,3229=0.1821950078010559,3413=0.1821950078010559,1820=0.1821950078010559,3377=0.1821950078010559
2844:3115=0.23460982739925385,3830=0.22855831682682037,2912=0.20902606844902039,1845=0.20764949917793274,2583=0.2067916840314865,2104=0.1957591474056244,1916=0.19377091526985168,1635=0.18933621048927307,2391=0.18914251029491425,2280=0.188012033700943
67:774=0.596284806728363,717=0.596284806728363,1364=0.47702786326408386,1795=0.4656201899051666,3336=0.42163705825805664,3796=0.42163702845573425,392=0.3893314003944397,874=0.3817322254180908,98=0.38138502836227417,1891=0.37712362408638
2938:67=0.2549731135368347,774=0.23755717277526855,717=0.23755717277526855,2543=0.23755717277526855,614=0.195084348320961,495=0.19362202286720276,286=0.19004572927951813,1795=0.18550097942352295,1300=0.18435654044151306,392=0.182682603597641
2585:3242=0.24809807538986206,3822=0.2320055067539215,3456=0.23048578202724457,59=0.2190234661102295,645=0.21410706639289856,2575=0.20680400729179382,758=0.19857536256313324,730=0.19857536256313324,2630=0.19757558405399323,53=0.19703494012355804
2602:774=0.5298129320144653,717=0.5298129320144653,1795=0.41371437907218933,1891=0.33508312702178955,1741=0.32124629616737366,67=0.315919429063797,3245=0.24595949053764343,2579=0.24590714275836945,632=0.2350664883852005,3867=0.21629522740840912
3502:1027=0.23634451627731323,22=0.2344888299703598,2432=0.22245734930038452,280=0.22196948528289795,1636=0.22132115066051483,1515=0.22065065801143646,2809=0.21933647990226746,3243=0.21871744096279144,1672=0.21714651584625244,1461=0.2167690098285675
3532:1360=0.3695290684700012,666=0.3619458079338074,1160=0.33048567175865173,793=0.3242783844470978,1510=0.30151134729385376,2214=0.30151134729385376,3229=0.30151134729385376,3413=0.30151134729385376,1820=0.30151134729385376,3377=0.30151134729385376
1058:67=0.3137858211994171,1533=0.27717337012290955,774=0.26311740279197693,717=0.26311740279197693,2673=0.26058492064476013,1039=0.21915751695632935,1364=0.21049393713474274,3894=0.20746877789497375,1795=0.20546016097068787,2538=0.19650030136108398
2624:3150=0.22810864448547363,2682=0.17848394811153412,2769=0.17753994464874268,3289=0.1718873679637909,1176=0.171500101685524,1719=0.17018984258174896,2544=0.16552117466926575,3092=0.16476042568683624,3823=0.1609436720609665,3212=0.16067561507225037
632:774=0.44367825984954834,717=0.44367825984954834,878=0.3549426198005676,1795=0.34645453095436096,884=0.3137279450893402,1891=0.28060677647590637,1741=0.2690194845199585,67=0.2645586133003235,2602=0.2350664883852005,3295=0.21296557784080505
774:717=1.0,1795=0.7808687686920166,1891=0.6324555277824402,1741=0.6063390970230103,67=0.596284806728363,2602=0.5298129320144653,3245=0.46423834562301636,632=0.44367825984954834,3867=0.40824827551841736,2768=0.3960590362548828
717:774=1.0,1795=0.7808687686920166,1891=0.6324555277824402,1741=0.6063390970230103,67=0.596284806728363,2602=0.5298129320144653,3245=0.46423834562301636,632=0.44367825984954834,3867=0.40824827551841736,2768=0.3960590362548828
3459:3346=0.2896069586277008,1341=0.2769630253314972,1130=0.2753460109233856,3490=0.2624087333679199,3727=0.2542482912540436,1128=0.24961872398853302,3732=0.24883492290973663,3550=0.24034443497657776,2097=0.23728704452514648,2867=0.23285913467407227
3181:3355=0.2215760201215744,41=0.21428316831588745,2579=0.1970975250005722,1040=0.1961291879415512,3328=0.19455207884311676,32=0.19378988444805145,3863=0.19235968589782715,3598=0.19184495508670807,1673=0.18859383463859558,3796=0.1874542534351349
767:375=0.36773481965065,774=0.27937209606170654,717=0.27937209606170654,2039=0.27937209606170654,3862=0.2692614495754242,1650=0.2502002716064453,1795=0.2181529551744461,2579=0.21611273288726807,2607=0.21147362887859344,1165=0.2095290869474411
1891:774=0.6324555277824402,717=0.6324555277824402,1795=0.4938647747039795,1741=0.38348251581192017,67=0.37712362408638,2602=0.33508312702178955,3085=0.3067860007286072,3245=0.2936100959777832,632=0.28060677647590637,1771=0.2681998014450073
3761:1510=0.19364915788173676,2214=0.19364915788173676,3229=0.19364915788173676,3413=0.19364915788173676,1820=0.19364915788173676,3377=0.19364915788173676,584=0.19364915788173676,701=0.19364915788173676,827=0.19364915788173676,712=0.19364915788173676
1744:548=0.336552232503891,1004=0.2823731601238251,71=0.2588607966899872,204=0.25421810150146484,464=0.25000864267349243,1626=0.24552130699157715,2808=0.2421201467514038,2835=0.2416953295469284,1792=0.24046780169010162,20=0.23687301576137543
3628:3643=0.45599570870399475,3372=0.2850678265094757,3368=0.26903003454208374,3642=0.26710501313209534,3366=0.26680684089660645,3737=0.2510281503200531,3519=0.247384712100029,3644=0.2447115033864975,3406=0.24353787302970886,599=0.24193724989891052
2271:1051=0.33623650670051575,1454=0.26738184690475464,1594=0.26596659421920776,1701=0.2520899474620819,3272=0.23439426720142365,2128=0.2321673482656479,1120=0.23211626708507538,2317=0.22986866533756256,1719=0.22662271559238434,81=0.22321955859661102
2445:3259=0.2255859375,2558=0.22523818910121918,2316=0.22297002375125885,31=0.21944373846054077,1752=0.20863403379917145,2154=0.2032795399427414,2340=0.20195047557353973,1363=0.20045886933803558,1027=0.19736722111701965,1835=0.19429311156272888
1445:1495=0.30135658383369446,473=0.2832339406013489,516=0.28014686703681946,157=0.27791884541511536,1863=0.2584613561630249,135=0.25652387738227844,65=0.2536482512950897,437=0.2529057562351227,2383=0.2512725293636322,3243=0.25013187527656555
424:2955=0.2750655710697174,1470=0.2303878515958786,3212=0.23003314435482025,478=0.22832700610160828,1601=0.22821897268295288,660=0.22667168080806732,354=0.22118458151817322,511=0.21376706659793854,1840=0.21295948326587677,418=0.20949780941009521
1874:744=0.30912232398986816,1666=0.2541579604148865,3162=0.2342481166124344,1782=0.20690423250198364,2865=0.1898389458656311,1795=0.1806352287530899,3336=0.16357217729091644,3079=0.15584561228752136,2894=0.14227434992790222,985=0.13793615996837616
3162:2619=0.27617236971855164,1666=0.24896880984306335,2865=0.24432373046875,1874=0.2342481017112732,1795=0.23003137111663818,3482=0.20513570308685303,987=0.1880607008934021,3184=0.18411491811275482,3242=0.17252351343631744,478=0.1651650071144104
2865:987=0.24759121239185333,3162=0.24432373046875,1666=0.21840408444404602,311=0.2095290869474411,572=0.20546016097068787,1874=0.1898389607667923,2849=0.18750227987766266,501=0.17914777994155884,2885=0.1785772442817688,2930=0.17460757493972778
3942:3940=0.5986121892929077,3939=0.5932921767234802,3941=0.5625939965248108,3938=0.4623464345932007,3573=0.28671708703041077,3772=0.2787473201751709,3665=0.23029391467571259,1977=0.22894412279129028,3832=0.2272140383720398,1976=0.21613338589668274
174:65=0.37545573711395264,1461=0.3205599784851074,710=0.30119234323501587,419=0.293973445892334,255=0.29015421867370605,505=0.2854199707508087,2798=0.27978745102882385,2381=0.2747730612754822,542=0.2734343707561493,1837=0.2725394070148468
710:174=0.30119234323501587,419=0.2932170331478119,1461=0.2819057106971741,3774=0.25930583477020264,2953=0.2564603388309479,2296=0.2561100423336029,2335=0.25360599160194397,135=0.2486909180879593,1445=0.24163122475147247,810=0.23745474219322205
408:3250=0.21358320116996765,3214=0.17345385253429413,1604=0.17043375968933105,2592=0.16090360283851624,3252=0.15750788152217865,2379=0.15133893489837646,1091=0.15122441947460175,1378=0.1506572961807251,3243=0.1476205438375473,2504=0.14721126854419708
1346:1130=0.4401644170284271,1128=0.36882463097572327,1345=0.3649054765701294,3550=0.3560618758201599,2517=0.353995144367218,2118=0.353912353515625,1321=0.34873297810554504,2790=0.33730998635292053,2867=0.3341194689273834,1974=0.3333486318588257
166:1529=0.36045533418655396,429=0.28528696298599243,183=0.26760134100914,3262=0.25290435552597046,1884=0.2514384388923645,1483=0.2420637160539627,766=0.23826834559440613,2325=0.23151139914989471,184=0.22726112604141235,1648=0.2255171686410904
1746:1553=0.2537393867969513,743=0.23798634111881256,65=0.23166418075561523,174=0.22646832466125488,3905=0.2243809998035431,413=0.2239477038383484,2296=0.22246025502681732,473=0.2169809341430664,2027=0.2169017791748047,1855=0.21256984770298004
1880:1773=0.24445293843746185,821=0.23904570937156677,1846=0.23283281922340393,874=0.22583581507205963,1553=0.219317227602005,559=0.21839267015457153,98=0.2148861289024353,3796=0.21158182621002197,1504=0.20912548899650574,1622=0.2070196568965912
433:186=0.30058106780052185,88=0.23845337331295013,719=0.23591309785842896,505=0.21914875507354736,2798=0.21332699060440063,569=0.2120768129825592,833=0.20838607847690582,429=0.20775189995765686,2597=0.206646129488945,3669=0.20156632363796234
1854:2169=0.2233193963766098,603=0.20366081595420837,1593=0.19723199307918549,2558=0.192755326628685,2978=0.18578657507896423,195=0.1837455779314041,1821=0.17952121794223785,1457=0.17713627219200134,289=0.17147932946681976,1887=0.1678437739610672
354:1636=0.2358025312423706,424=0.2211845964193344,147=0.2106420248746872,428=0.20189225673675537,1027=0.20108385384082794,280=0.1976512372493744,282=0.19683533906936646,1120=0.1867876797914505,2252=0.18662741780281067,271=0.18355314433574677
3180:3146=0.21678505837917328,325=0.19437278807163239,734=0.18663626909255981,2036=0.1803871989250183,2860=0.17791754007339478,3773=0.1771344095468521,1855=0.17524130642414093,3268=0.17511507868766785,1055=0.17171558737754822,784=0.16984480619430542
414:374=0.2609242796897888,1474=0.25189128518104553,450=0.2431998997926712,1020=0.22492316365242004,1005=0.2248658388853073,2042=0.22053974866867065,3243=0.2194860726594925,415=0.2187371701002121,1359=0.21650032699108124,2953=0.21207121014595032
430:311=0.26111647486686707,572=0.25604575872421265,2086=0.21276158094406128,2849=0.21029989421367645,685=0.2070707082748413,2027=0.1978098452091217,424=0.19651633501052856,2257=0.19230175018310547,984=0.18939262628555298,1381=0.18346573412418365
2889:1777=0.2511133849620819,2447=0.24393007159233093,344=0.23645970225334167,2302=0.2341645210981369,500=0.22884143888950348,3253=0.22634457051753998,180=0.2235981822013855,852=0.2227470725774765,1923=0.2214767187833786,3301=0.22128969430923462
2695:3542=0.24120907485485077,1990=0.2299838364124298,1325=0.21246427297592163,1988=0.18744051456451416,3021=0.1618347316980362,698=0.15569980442523956,3464=0.15498392283916473,1355=0.15418663620948792,1622=0.14770978689193726,3017=0.14557206630706787
27:2172=0.2639070749282837,2432=0.22906187176704407,375=0.22704680263996124,1621=0.22430694103240967,4=0.21977083384990692,605=0.20973826944828033,31=0.20391897857189178,3392=0.20089058578014374,200=0.20038822293281555,1043=0.19576111435890198
2589:550=0.19653673470020294,2592=0.18372608721256256,1773=0.17824049293994904,1622=0.1761040985584259,411=0.16777336597442627,3212=0.1656084507703781,3542=0.16432960331439972,660=0.16432960331439972,1897=0.16312338411808014,2128=0.1591377556324005
3653:3468=0.19646263122558594,443=0.1899241954088211,3788=0.18205831944942474,1304=0.18062251806259155,3427=0.16904382407665253,1247=0.1650223284959793,1952=0.16209863126277924,923=0.1606978178024292,3735=0.16027671098709106,3681=0.1580888032913208
2307:1004=0.24675986170768738,2835=0.21706262230873108,3427=0.21691377460956573,20=0.20802073180675507,3432=0.2000816911458969,2561=0.19901427626609802,311=0.19245009124279022,600=0.19129827618598938,572=0.18871283531188965,315=0.18045538663864136
2022:2076=0.2884638011455536,1960=0.25062769651412964,1295=0.2493201047182083,2929=0.24736931920051575,3342=0.24689748883247375,2474=0.24592912197113037,1246=0.24383555352687836,2313=0.24294161796569824,3424=0.24241024255752563,111=0.23664002120494843
3945:3891=0.3916746973991394,1115=0.3061861991882324,3321=0.3061861991882324,2584=0.3061861991882324,1852=0.3061861991882324,601=0.3061861991882324,859=0.3061861991882324,2235=0.3061861991882324,3220=0.3061861991882324,1118=0.3061861991882324
892:838=0.24784381687641144,497=0.22134852409362793,915=0.20701901614665985,3045=0.20436139404773712,3028=0.19779105484485626,357=0.19751107692718506,1542=0.19302794337272644,728=0.18823687732219696,35=0.1876520812511444,17=0.18749837577342987
2016:1007=0.37203481793403625,2055=0.3305206298828125,1011=0.28974172472953796,1016=0.2872365117073059,2050=0.2631118893623352,2051=0.2614233195781708,2095=0.2480916827917099,1010=0.2435320019721985,2082=0.24139203131198883,2031=0.2325865626335144
149:1236=0.3134276270866394,184=0.30492550134658813,1112=0.2971125543117523,385=0.2890757918357849,183=0.2824436128139496,1904=0.27653566002845764,3518=0.2529054284095764,884=0.24343226850032806,896=0.23248907923698425,1846=0.23222045600414276
3947:1153=0.23145952820777893,3828=0.2151595652103424,3935=0.20782312750816345,138=0.19559961557388306,3930=0.18847036361694336,3121=0.18808512389659882,874=0.18586602807044983,3929=0.1849718689918518,3932=0.1846035271883011,1154=0.18385088443756104
3165:1497=0.32936304807662964,20=0.2984645366668701,3029=0.28417134284973145,71=0.2815408706665039,694=0.27624088525772095,2741=0.27290284633636475,2477=0.2697182595729828,2835=0.26930299401283264,1604=0.26659178733825684,847=0.2580455541610718
3149:3322=0.2618614435195923,573=0.16462159156799316,1770=0.14679516851902008,240=0.13502712547779083,3318=0.13271325826644897,1426=0.12777531147003174,197=0.12734289467334747,3867=0.12649109959602356,2785=0.12632277607917786,103=0.11675409972667694
2785:3832=0.39546191692352295,3772=0.31469491124153137,2653=0.2981853187084198,2855=0.290267676115036,3878=0.28301966190338135,1510=0.26093122363090515,2214=0.26093122363090515,3229=0.26093122363090515,3413=0.26093122363090515,1820=0.26093122363090515
1523:2592=0.20601047575473785,2308=0.20601047575473785,624=0.20601047575473785,81=0.1895764172077179,3847=0.18194517493247986,482=0.18167147040367126,1627=0.1702701896429062,1447=0.17001910507678986,600=0.1629861742258072,999=0.15790162980556488
917:262=0.2348957359790802,2398=0.220359206199646,1012=0.19979023933410645,1029=0.19429555535316467,3380=0.1938219666481018,1014=0.18828453123569489,1022=0.18572765588760376,1099=0.1800154745578766,2137=0.17701497673988342,261=0.1755007803440094
1531:375=0.36008220911026,2545=0.35962143540382385,1510=0.3455473780632019,2214=0.3455473780632019,3229=0.3455473780632019,3413=0.3455473780632019,1820=0.3455473780632019,3377=0.3455473780632019,584=0.3455473780632019,701=0.3455473780632019
2999:744=0.3756527304649353,2200=0.20287567377090454,1317=0.18771906197071075,958=0.18376916646957397,167=0.18298883736133575,2809=0.17788028717041016,652=0.17171697318553925,3047=0.17085213959217072,687=0.1631181687116623,336=0.15838909149169922
